23.887,23.887,23.887
23.887,23.887,28.003
23.887,23.887,28.003
23.887,23.887,28.003
23.911,23.887,28.003
23.911,23.887,28.003
23.911,23.887,28.003
23.911,23.887,28.003
23.911,23.887,28.003
23.911,27.125,28.003
23.911,27.125,31.991
23.911,31.5,31.991
23.911,31.5,31.991
23.911,31.5,31.991
23.911,31.5,31.991
23.911,31.5,31.991
23.911,31.5,31.991
28.281,31.5,31.991
28.281,31.5,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,31.898,31.991
28.281,35.614,31.991
28.281,35.614,31.991
28.281,35.614,31.991
