23.887,23.887,23.887
23.887,23.887,24.576
23.887,23.887,31.594
23.887,23.887,31.594
23.887,23.887,31.594
23.887,23.887,31.594
23.887,23.887,31.594
27.734,23.887,31.594
27.734,23.887,31.594
27.734,23.887,31.594
27.734,23.887,31.594
27.734,23.887,31.594
27.734,23.887,31.594
27.734,27.878,31.594
27.734,27.878,31.594
27.734,27.878,31.594
27.734,27.878,31.594
27.734,27.878,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
27.734,30.879,31.594
